Budget currency,Date,Week,Month,Year,Hour,Advertiser account name,Advertiser account ID,Ad product,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Campaign budget amount,Campaign bid strategy,Campaign rule amount,Campaign cost type,Campaign delivery status,Ad group ID,Ad group name,Ad group delivery status,Advertised product ID,Advertised product SKU,Placement Name,Placement size,Site or app,Placement classification,Target value,Target match type,Search term,Matched target,Impressions,Invalid impression rate,Clicks,Invalid clicks,Viewable CTR (vCTR),CTR,CPC,Viewable rate,Viewable impressions,Total cost,Purchases (all views),Sales (all views),Units sold (all views),Cost per purchase (all views),Purchase rate (all views),Purchase rate over clicks (all views),ROAS (all views),Purchases (new to brand),Purchase rate (new to brand),Detail page views,"Purchases (halo, all views)","Sales (halo, all views)","Units sold (halo, all views)",Detail page view rate,Add to cart,Add to list,Long-term sales,Long-term ROAS,Purchases (combined),ROAS (combined),ROAS from clicks (combined),Sales (combined),Units sold (combined),Cost per purchase (combined),Purchase rate (combined)
USD,"Jan 21, 2026",4,1,2026,18,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""426912518240951""",SB Prod Collection Paraffin Bags,10,unknown,,CPC,ENABLED,"=""553381897147793""",SB Prod Collection Paraffin Bags,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,paraffin gloves,BROAD,disposable sleeping gloves for feet,disposable sleeping gloves for feet,2,0.0%,1,0,50.0%,50.0%,0.2,,2,0.2,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,10,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""39917430047838""",SB Prod Col Ninja Cups - B0F74TNP9L,5,manual,,CPC,ENABLED,"=""357707209332371""",SB Prod Col Ninja Cups - B0F74TNP9L,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,keywords-related-to-your-landing-pages,THEME,immersion blender jar compatible with ninja immersion blender,immersion blender jar compatible with ninja immersion blender,1,0.0%,1,0,100.0%,100.0%,0.21,,1,0.21,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,104012156039667,B0FVMLDMCD - Tea Diffusers for Loose Tea,"=""438060466676807""",SP Kw Br Ros +tea+infusers - B0FVMLDMCD,5,optimizeForSales,,CPC,PAUSED,"=""474168134796912""",SP Kw Br Ros +tea+infusers - B0FVMLDMCD,ENABLED,B0FVMLDMCD,EB-FPLL-MZ5E,UNKNOWN,,Unknown,Detail Page on-Amazon,+tea+infusers,BROAD,apace living tea infuser for loose leaf tea,apace living tea infuser for loose leaf tea,12,0.0%,1,0,,8.3333%,0.39,,0,0.39,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,19,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""457312447533301""",SBV Kw Ex - thermoflask lid replacement - B0BYRGS1J9,14,,,CPC,ENABLED,"=""474752024359578""",SBV Kw Ex - thermoflask lid replacement - B0BYRGS1J9,ENABLED,,,UNKNOWN,,Unknown,Top of Search on-Amazon,thermoflask lid replacement,EXACT,thermoflask tapa,thermoflask tapa,1,0.0%,1,0,100.0%,100.0%,0.3,,1,0.3,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,12,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""426912518240951""",SB Prod Collection Paraffin Bags,10,unknown,,CPC,ENABLED,"=""553381897147793""",SB Prod Collection Paraffin Bags,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,parafina wax machine,EXACT,parafina wax machine,parafina wax machine,2,0.0%,1,2,100.0%,50.0%,0.46,,1,0.46,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,7,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,141786303486095,B074T2FWJY - Heart Tea Infuser,"=""559097248370412""",SP Kw Br Tos tea+infusers - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""552327702284296""",SP Kw Br tea+infusers - B074T2FWJY,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,tea+infusers,BROAD,myuiao tea infuser spoon,myuiao tea infuser spoon,4,0.0%,1,1,,25.0%,0.22,,0,0.22,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,23,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,164066805119664,B078WRV6W1 - Foldable Hair Brush Top,"=""555355422519387""",Sp Kw Scavenger - B078WRV6W1,5,legacy,,CPC,ENABLED,"=""542590697153392""",Sp Kw Scavenger - B078WRV6W1,ENABLED,B078WRV6W1,FD-8UKX-6LXG,UNKNOWN,,Unknown,Other on-Amazon,hair brush,BROAD,portable brush for hair,portable brush for hair,3,0.0%,1,0,,33.3333%,0.34,,0,0.34,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,96587040378814,B0FNPJSJWY - 8 Pcs Glow in The Dark Sticky Balls,"=""515964761178225""",Sp Kw Ex Low Bid - B0FNPJSJWY,10,legacy,,CPC,ENABLED,"=""339970429502056""",Sp Kw Ex Low Bid - B0FNPJSJWY,ENABLED,B0FNPJSJWY,L5-0JB3-ZF3N,UNKNOWN,,Unknown,Top of Search on-Amazon,sticky ball,EXACT,sticky balls,sticky balls,1,0.0%,1,0,,100.0%,0.4,,0,0.4,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,21,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,23346572396872,B08V85NWJS - Foot Covers 200,"=""344573843978177""",Sp Kw Br +bag+for+foot  - B08V85NWJS,15,legacy,,CPC,ENABLED,"=""561167058258243""",Sp Kw Br +bag+for+foot  - B08V85NWJS,ENABLED,B08V85NWJS,W3-JH40-WU6D,UNKNOWN,,Unknown,Top of Search on-Amazon,+bag+for+foot,BROAD,foot spa bags,foot spa bags,1,0.0%,1,0,,100.0%,0.72,,0,0.72,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,19,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""426912518240951""",SB Prod Collection Paraffin Bags,10,unknown,,CPC,ENABLED,"=""553381897147793""",SB Prod Collection Paraffin Bags,ENABLED,,,UNKNOWN,,Unknown,Top of Search on-Amazon,parafina para pies y manos,BROAD,paraffin for hands,paraffin for hands,2,0.0%,1,0,50.0%,50.0%,0.39,,2,0.39,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,22,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,"asin-expanded=""B093D3SQV4""",TARGETING_EXPRESSION,B08PV8Z9X8,B08PV8Z9X8,4,0.0%,2,0,,50.0%,0.095,,0,0.19,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 23, 2026",4,1,2026,10,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,102242781023465,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""22218124093664""",Sp Pt - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""558259306520823""",Sp Pt - B0DT9QXCC3,ENABLED,B0DT9QXCC3,01-X8ZR-IKH2,UNKNOWN,,Unknown,Detail Page on-Amazon,,,B09CQ7Y37D,B09CQ7Y37D,13,0.0%,1,0,,7.6923%,0.5,,0,0.5,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,19,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""414470270483000""",Sp Kw Tos Ex - thermoflask lid replacement - B0BYRGS1J9,10,legacy,,CPC,ENABLED,"=""345067637716128""",replacement lids ( B0BYRGS1J9 ),ENABLED,B0BYRGS1J9,U2-1YIP-GCAF,UNKNOWN,,Unknown,Top of Search on-Amazon,thermoflask lid replacement,EXACT,thermoflask lid replacement,thermoflask lid replacement,8,0.0%,2,0,,25.0%,0.6,,0,1.2,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 22, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,102242781023465,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""540198178980946""",Sp Auto Cm - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""374751999282431""",Sp Auto Cm - B0DT9QXCC3,ENABLED,B0DT9QXCC3,01-X8ZR-IKH2,UNKNOWN,,Unknown,Other on-Amazon,,,coffee maker,coffee maker,1,0.0%,1,0,,100.0%,0.27,,0,0.27,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""52856964365632""",SB Pr Col Kw Br Owala Lids - B0FMYQSPHC,10,unknown,,CPC,PAUSED,"=""553820293883634""",SB Pr Col Kw Br Owala Lids - B0FMYQSPHC,ENABLED,B0FMYSZ585,,UNKNOWN,,Unknown,Top of Search on-Amazon,owala+lid+replacement,BROAD,owala replacement lid,owala replacement lid,14,12.5%,2,0,20.0%,14.2857%,0.315,,10,0.63,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""426912518240951""",SB Prod Collection Paraffin Bags,10,unknown,,CPC,ENABLED,"=""553381897147793""",SB Prod Collection Paraffin Bags,ENABLED,,,UNKNOWN,,Unknown,Top of Search on-Amazon,keywords-related-to-your-landing-pages,THEME,foot gloves,foot gloves,4,0.0%,1,0,25.0%,25.0%,0.52,,4,0.52,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,9,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""39917430047838""",SB Prod Col Ninja Cups - B0F74TNP9L,5,manual,,CPC,ENABLED,"=""357707209332371""",SB Prod Col Ninja Cups - B0F74TNP9L,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,keywords-related-to-your-landing-pages,THEME,bn301 replacement cups,bn301 replacement cups,1,0.0%,1,0,,100.0%,0.23,,0,0.23,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,18,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,242611733694462,B08V85BZLV - Pairs Heat Resistant Gloves for Grilling,"=""515745529547670""",Sp KW Scavenger - B08V85BZLV,5,legacy,,CPC,ENABLED,"=""362539019960788""",Sp KW Scavenger - B08V85BZLV,ENABLED,B08V85BZLV,R3-8E5E-CZN0,UNKNOWN,,Unknown,Detail Page on-Amazon,small heat resistant gloves,BROAD,thin heat resistant gloves,thin heat resistant gloves,2,0.0%,1,0,,50.0%,0.3,,0,0.3,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,6,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""45581331649981""",SB Prod Col Tea and Coffee Items - B074T2FWJY,5,manual,,CPC,ENABLED,"=""424572662727013""",SB Prod Col Tea and Coffee Items - B074T2FWJY,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,keywords-related-to-your-landing-pages,THEME,stainless steel tea infuser frieling,stainless steel tea infuser frieling,2,0.0%,1,1,100.0%,50.0%,0.15,,1,0.15,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 25, 2026",4,1,2026,8,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,102242781023465,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""22218124093664""",Sp Pt - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""558259306520823""",Sp Pt - B0DT9QXCC3,ENABLED,B0DT9QXCC3,01-X8ZR-IKH2,UNKNOWN,,Unknown,Other on-Amazon,,,B0BQQCP2SM,B0BQQCP2SM,6,0.0%,2,0,,33.3333%,0.5,,0,1.0,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,21,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""486851291388936""",SP Kw Ex hydro flask lid - B0BYRGS1J9,10,legacy,,CPC,ENABLED,"=""382443205370319""",SP Kw Ex - hydro flask lid - B0BYRGS1J9,ENABLED,B0BYRGS1J9,U2-1YIP-GCAF,UNKNOWN,,Unknown,Detail Page on-Amazon,hydro flask lid,EXACT,hydro flask lid,hydro flask lid,11,42.1053%,1,0,,9.0909%,0.36,,0,0.36,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Other on-Amazon,"category=""Tea Filters""",TARGETING_EXPRESSION,B07GF4WYGT,B07GF4WYGT,2,0.0%,1,0,,50.0%,0.05,,0,0.05,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,10,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,23346572396872,B08V85NWJS - Foot Covers 200,"=""344573843978177""",Sp Kw Br +bag+for+foot  - B08V85NWJS,15,legacy,,CPC,ENABLED,"=""561167058258243""",Sp Kw Br +bag+for+foot  - B08V85NWJS,ENABLED,B08V85NWJS,W3-JH40-WU6D,UNKNOWN,,Unknown,Top of Search on-Amazon,+bag+for+foot,BROAD,paraffin plastic bags feet,paraffin plastic bags feet,2,0.0%,1,0,,50.0%,0.72,,0,0.72,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,17,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""414470270483000""",Sp Kw Tos Ex - thermoflask lid replacement - B0BYRGS1J9,10,legacy,,CPC,ENABLED,"=""345067637716128""",replacement lids ( B0BYRGS1J9 ),ENABLED,B0BYRGS1J9,U2-1YIP-GCAF,UNKNOWN,,Unknown,Top of Search on-Amazon,thermoflask lid replacement,EXACT,thermoflask lid replacement,thermoflask lid replacement,1,0.0%,1,0,,100.0%,0.6,,0,0.6,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,6,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,194853411387650,B06Y2JGDYM - Blender Cup with Lid - 16 Oz,"=""1254621081149""",Sp Pt B088QX1888  - B06Y2JGDYM,5,legacy,,CPC,ENABLED,"=""136348551242240""",Product,ENABLED,B06Y2JGDYM,F5-I518-REME,UNKNOWN,,Unknown,Other on-Amazon,"asin=""B088QX1888""",TARGETING_EXPRESSION,ninja blender cups replacement,ninja blender cups replacement,1,0.0%,1,0,,100.0%,0.35,,0,0.35,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,8,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,135041252058689,B0FBRRRV8P - Ear Covers,"=""472737763512983""",SBV Kw Br ear cover for shover - B0FBRRRV8P,10,manual,1500000,CPC,ENABLED,"=""508561452032111""",SBV Kw Br ear cover for shover - B0FBRRRV8P,ENABLED,,,UNKNOWN,,Unknown,Top of Search on-Amazon,ear cover for shover,BROAD,waterproof ear covers,waterproof ear covers,2,0.0%,1,0,,50.0%,0.44,,0,0.44,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,13,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,206589068159462,B0F74RXW97 - Ninja Blender Blade Replacement for 72 oz Pitcher,"=""506373344560969""",Sp Kw Ex ninja blender blade - B0F74RXW97,6,legacy,,CPC,ENABLED,"=""552319201258916""",Sp Kw Ex ninja blender blade - B0F74RXW97,ENABLED,B0F74RXW97,MO-5EME-L6U2,UNKNOWN,,Unknown,Detail Page on-Amazon,ninja blender blade,EXACT,ninja blender blade,ninja blender blade,6,0.0%,1,0,,16.6667%,0.4,,0,0.4,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,6,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,118163182088436,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""423560911548046""",Sp Kw Scavenger - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""368781255379665""",Sp Kw Scavenger - B0DT9QXCC3,ENABLED,B0DT9QXCC3,P7-IPNB-14CQ,UNKNOWN,,Unknown,Other on-Amazon,pour over,BROAD,big slow pour over,big slow pour over,3,0.0%,1,0,,33.3333%,0.33,,0,0.33,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,224357461451146,B0DJT6KZPV - Stainless Steel Ice Pick,"=""307090911967881""",Sp KW Ex Tos - ice picks for breaking ice in freezer - B0DJT6KZPV,8,legacy,,CPC,ENABLED,"=""325615319107202""",Sp KW Ex - ice picks for breaking ice in freezer - B0DJT6KZPV,ENABLED,B0DJT6KZPV,8P-WZQ9-1W3R,UNKNOWN,,Unknown,Top of Search on-Amazon,ice picks for breaking ice in freezer,EXACT,ice picks for breaking ice in freezer,ice picks for breaking ice in freezer,3,25.0%,1,0,,33.3333%,0.92,,0,0.92,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,22,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""414470270483000""",Sp Kw Tos Ex - thermoflask lid replacement - B0BYRGS1J9,10,legacy,,CPC,ENABLED,"=""345067637716128""",replacement lids ( B0BYRGS1J9 ),ENABLED,B0BYRGS1J9,U2-1YIP-GCAF,UNKNOWN,,Unknown,Detail Page on-Amazon,thermoflask lid replacement,EXACT,thermoflask lid replacement,thermoflask lid replacement,13,38.0952%,1,0,,7.6923%,0.2,,0,0.2,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""457312447533301""",SBV Kw Ex - thermoflask lid replacement - B0BYRGS1J9,14,,,CPC,ENABLED,"=""474752024359578""",SBV Kw Ex - thermoflask lid replacement - B0BYRGS1J9,ENABLED,,,UNKNOWN,,Unknown,Top of Search on-Amazon,thermoflask lid replacement,EXACT,thermoflask lid replacement,thermoflask lid replacement,3,0.0%,1,0,50.0%,33.3333%,0.45,,2,0.45,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,222549613359669,B0F74TJH24 - Ninja Replacement Blades,"=""407587039105863""",SP Kw Br [Rule-based bidding - Roas 5] 7 fin ninja blender - B0F74TJH24,8,ruleBased,,CPC,ENABLED,"=""532241864093964""",SP Kw Br 7 fin ninja blender - B0F74TJH24,ENABLED,B0F74TJH24,4C-RY24-QNAN,UNKNOWN,,Unknown,Detail Page on-Amazon,7 fin ninja blender,BROAD,ninja blender blade replacement 7 fin,ninja blender blade replacement 7 fin,0,,1,0,,,0.39,,0,0.39,0,0.0,0,,,0.0%,0.0,0,,0,0,0.0,0,,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,
USD,"Jan 25, 2026",4,1,2026,17,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,206589068159462,B0F74RXW97 - Ninja Blender Blade Replacement for 72 oz Pitcher,"=""506373344560969""",Sp Kw Ex ninja blender blade - B0F74RXW97,6,legacy,,CPC,ENABLED,"=""552319201258916""",Sp Kw Ex ninja blender blade - B0F74RXW97,ENABLED,B0F74RXW97,MO-5EME-L6U2,UNKNOWN,,Unknown,Detail Page on-Amazon,ninja blender blade,EXACT,ninja blender blades,ninja blender blades,11,38.8889%,1,0,,9.0909%,0.4,,0,0.4,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,9,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""426912518240951""",SB Prod Collection Paraffin Bags,10,unknown,,CPC,ENABLED,"=""553381897147793""",SB Prod Collection Paraffin Bags,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,keywords-related-to-your-landing-pages,THEME,paraffin wax,paraffin wax,5,0.0%,1,0,100.0%,20.0%,0.39,,1,0.39,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Other on-Amazon,"category=""Tea Filters""",TARGETING_EXPRESSION,B0B5ZTZL6G,B0B5ZTZL6G,2,0.0%,1,0,,50.0%,0.0,,0,0.0,0,0.0,0,,0.0%,0.0%,,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,,0,,,0.0,0,,0.0%
